x1,x2,x3
60.0,25.86,60.18
50.21,36.87,60.75
52.3,35.7,63.66
51.65,27.19,71.19
44.27,28.43,59.86
50.2,27.94,67.71
49.88,32.92,60.92
38.27,32.18,54.02
59.09,32.9,68.01
52.4,25.42,61.14
54.61,31.79,76.95
70.45,27.89,64.98
46.15,22.83,69.96
55.01,36.97,67.11
50.61,20.76,71.66
52.51,27.0,69.78
53.78,22.35,73.67
59.01,33.15,74.99
47.67,33.29,57.3
42.02,29.55,55.15
48.3,41.09,86.34
50.11,28.1,87.92
53.26,28.26,80.51
57.62,32.39,62.51
51.4,26.53,74.72
53.95,27.16,79.05
42.01,36.37,60.78
54.44,21.05,71.2
60.81,25.03,76.17
51.76,22.54,73.78
55.39,28.71,48.68
51.92,25.51,72.53
48.92,27.61,56.32
57.14,21.66,66.41
59.61,32.77,61.35
46.74,31.56,70.74
46.14,36.78,80.99
49.7,28.78,75.52
49.74,27.63,87.0
47.31,34.51,81.06
50.27,31.08,60.07
59.57,33.71,66.16
53.8,35.6,80.11
43.94,33.15,75.14
45.44,32.56,76.02
59.25,26.63,70.68
43.36,34.5,78.74
46.63,21.82,79.3
29.96,39.45,92.17
57.83,26.99,71.63
50.59,30.41,70.0
46.44,29.3,73.15
59.85,21.76,91.49
57.11,33.67,50.5
56.16,25.78,81.86
42.09,29.13,55.89
39.72,25.37,61.36
33.21,32.35,70.13
50.39,30.98,70.85
53.09,36.69,68.85
46.43,27.58,58.63
51.03,28.55,83.92
40.93,31.46,62.52
63.95,31.27,96.85
46.78,30.74,82.33
46.5,19.6,70.44
51.37,29.21,83.45
51.39,39.04,73.01
53.48,36.26,59.98
49.96,31.44,46.39
64.75,30.05,64.89
52.99,32.72,52.37
44.89,27.49,60.3
46.88,29.35,61.26
40.49,31.92,60.47
61.32,24.72,53.84
49.66,24.27,70.43
47.42,29.13,79.94
56.22,27.86,77.57
49.56,26.21,77.54
49.12,24.08,82.16
36.72,37.12,83.61
36.44,22.47,74.55
44.5,32.61,67.53
36.2,27.38,90.45
41.45,24.41,73.23
53.49,32.43,59.43
47.51,34.07,63.06
46.95,29.03,68.45
44.49,35.08,77.07
39.09,28.01,74.03
49.54,27.06,75.36
49.93,20.56,63.49
56.98,38.94,71.39
44.15,32.14,62.5
44.05,25.89,69.64
49.16,25.48,77.8
39.09,27.37,64.58
48.39,31.76,62.89
41.89,25.36,82.91
61.51,25.99,76.22
54.19,30.08,68.53
64.85,22.58,60.12
43.69,34.79,71.17
47.4,29.52,71.85
50.58,33.86,83.78
50.0,30.02,63.2
51.54,34.41,94.67
53.84,27.72,84.87
39.18,41.46,82.63
38.74,30.35,78.23
47.63,32.44,66.76
52.2,28.47,72.78
50.23,34.11,88.64
34.82,34.22,61.14
47.53,27.86,75.01
40.7,19.97,62.32
58.98,31.71,80.2
29.73,28.79,65.81
45.03,32.12,79.11
