time,value
1,99.06
2,105.2
3,111.7
4,123.88
5,101.47
6,107.41
7,114.46
8,103.62
9,108.25
10,118.94
11,126.8
12,129.84
13,131.42
14,119.55
15,124.11
16,126.25
17,119.61
18,135.54
19,134.08
20,143.68
21,139.33
22,143.96
23,138.24
24,143.79
25,123.04
26,131.74
27,150.99
28,147.31
29,145.92
30,143.43
31,153.72
32,158.02
33,156.62
34,160.0
35,158.88
36,158.13
37,168.73
38,156.27
39,182.1
40,176.12
41,184.64
42,178.2
43,187.26
44,163.2
45,179.1
46,190.37
47,180.7
48,184.76
49,186.16
50,187.95
51,207.44
52,194.44
53,190.45
54,207.09
55,198.06
56,212.9
57,198.15
58,216.37
59,199.43
60,209.74
