time,value
1,100.62
2,107.11
3,110.05
4,110.46
5,101.29
6,113.54
7,115.7
8,109.26
9,119.12
10,117.14
11,116.71
12,119.73
13,112.79
14,127.52
15,112.77
16,122.42
17,129.89
18,135.16
19,135.56
20,128.72
21,141.56
22,149.54
23,155.58
24,147.65
25,148.09
26,148.5
27,149.53
28,144.23
29,159.02
30,154.18
31,162.41
32,147.44
33,163.16
34,173.98
35,172.49
36,159.04
37,161.79
38,165.44
39,182.71
40,184.57
41,161.69
42,173.97
43,182.87
44,185.05
45,178.29
46,177.94
47,194.57
48,183.06
49,190.77
50,183.48
51,188.21
52,181.28
53,183.2
54,192.2
55,209.25
56,211.44
57,201.13
58,203.85
59,202.9
60,212.48
