time,value
1,96.07
2,111.79
3,114.04
4,118.37
5,101.52
6,106.61
7,112.95
8,118.8
9,105.26
10,113.6
11,114.19
12,116.99
13,115.21
14,128.45
15,139.38
16,118.71
17,120.68
18,119.67
19,132.85
20,128.87
21,135.89
22,145.36
23,150.4
24,143.3
25,142.2
26,141.23
27,139.19
28,150.41
29,146.18
30,142.84
31,158.3
32,161.18
33,146.89
34,171.03
35,169.96
36,157.05
37,168.59
38,161.02
39,175.8
40,171.58
41,174.16
42,181.75
43,177.85
44,188.38
45,189.71
46,177.36
47,202.23
48,184.75
49,182.69
50,191.24
51,187.98
52,187.04
53,187.27
54,197.59
55,191.88
56,190.55
57,210.57
58,208.31
59,214.85
60,202.0
