time,value
1,113.09
2,115.87
3,111.42
4,87.83
5,91.82
6,110.48
7,120.0
8,104.23
9,108.4
10,110.56
11,125.64
12,116.22
13,115.91
14,121.92
15,129.88
16,124.11
17,133.15
18,139.62
19,133.95
20,131.25
21,128.08
22,136.11
23,134.5
24,145.89
25,140.2
26,146.15
27,148.85
28,148.06
29,163.78
30,156.32
31,171.8
32,163.51
33,155.11
34,156.38
35,173.07
36,153.97
37,168.2
38,171.93
39,171.33
40,170.28
41,184.87
42,169.45
43,169.21
44,184.41
45,174.47
46,174.8
47,178.34
48,180.41
49,184.97
50,187.15
51,183.81
52,188.8
53,195.05
54,195.22
55,187.26
56,212.7
57,196.56
58,209.44
59,207.88
60,204.25
