time,value
1,107.49
2,106.33
3,95.37
4,106.63
5,114.41
6,111.93
7,117.65
8,105.02
9,105.73
10,119.77
11,117.91
12,112.26
13,118.25
14,113.27
15,119.2
16,129.13
17,129.19
18,133.38
19,146.38
20,137.08
21,133.96
22,133.11
23,135.16
24,144.24
25,138.31
26,149.13
27,144.99
28,131.79
29,143.2
30,150.05
31,160.99
32,162.4
33,163.88
34,155.26
35,161.22
36,168.83
37,171.94
38,147.12
39,168.74
40,171.13
41,165.39
42,185.68
43,186.22
44,174.98
45,192.62
46,197.9
47,191.77
48,191.67
49,181.88
50,192.29
51,194.87
52,188.98
53,200.7
54,195.35
55,210.39
56,207.19
57,201.21
58,205.83
59,209.44
60,206.57
