time,value
1,105.43
2,98.77
3,107.44
4,114.16
5,106.85
6,108.97
7,110.97
8,113.58
9,110.25
10,105.11
11,115.38
12,123.24
13,128.61
14,137.15
15,131.97
16,135.3
17,148.2
18,122.1
19,130.09
20,139.33
21,145.07
22,138.84
23,134.54
24,150.79
25,142.46
26,152.15
27,148.65
28,163.9
29,157.99
30,143.95
31,150.84
32,144.68
33,161.72
34,177.87
35,160.57
36,147.92
37,162.31
38,180.78
39,165.43
40,172.0
41,187.63
42,178.46
43,174.72
44,179.23
45,181.0
46,173.15
47,187.69
48,168.34
49,185.19
50,197.23
51,198.36
52,195.42
53,199.75
54,202.0
55,199.36
56,210.57
57,205.78
58,195.94
59,217.08
60,206.5
