x1,x2,x3
63.67,35.36,67.08
43.6,28.52,68.39
55.5,33.92,67.85
48.31,35.15,63.86
43.27,47.73,64.88
57.55,32.45,87.55
58.86,34.88,61.82
50.32,36.46,76.06
41.4,27.35,84.26
36.06,28.03,82.29
44.87,20.04,63.01
53.08,32.49,69.0
49.09,27.69,89.42
56.69,33.56,80.05
35.76,27.27,65.42
39.69,29.72,82.56
42.08,28.17,72.14
48.31,22.36,64.46
49.84,25.2,78.37
41.97,40.77,81.63
50.96,29.04,51.35
40.07,29.38,70.22
35.81,29.73,79.35
60.19,36.03,73.89
39.9,30.48,76.69
43.71,25.27,62.19
58.4,27.18,69.81
62.64,22.59,78.34
44.11,20.83,59.15
51.51,27.24,57.97
55.28,20.33,70.18
55.79,34.33,66.11
40.66,27.49,73.99
48.36,28.68,59.36
47.6,28.04,86.73
49.33,29.72,75.01
53.85,34.54,76.7
43.4,26.51,74.48
32.86,25.15,70.85
46.8,30.48,83.53
37.55,26.54,80.84
39.97,31.49,67.26
50.51,32.13,66.13
30.58,26.39,76.27
36.55,33.77,59.02
47.98,31.3,73.83
45.77,25.39,60.91
66.09,29.26,82.43
56.9,29.3,81.61
52.57,38.99,71.61
45.6,26.23,81.84
45.65,24.05,78.71
50.25,26.16,60.68
49.33,23.19,74.82
37.99,22.57,71.52
53.59,23.36,74.81
47.32,25.89,68.29
37.33,27.95,62.17
63.6,23.83,59.55
47.5,25.31,74.01
64.74,29.64,71.39
54.31,31.41,67.75
70.27,30.36,56.27
48.89,35.43,96.83
45.89,16.35,79.31
61.83,33.82,92.76
38.62,28.09,62.64
43.17,34.37,73.87
63.19,31.37,70.78
48.55,25.01,58.81
57.35,25.64,65.98
49.5,29.3,75.25
56.41,30.6,67.02
62.35,18.7,61.02
55.93,25.6,84.26
30.44,33.09,76.2
45.24,34.38,60.51
43.85,29.84,78.55
51.04,34.42,67.25
49.83,32.08,61.81
42.64,23.27,74.21
39.26,34.55,72.0
56.63,29.13,73.83
35.34,24.74,64.22
40.73,28.79,85.46
29.46,21.8,69.71
36.64,30.18,69.22
45.82,26.11,64.59
41.27,32.58,74.71
46.55,28.85,76.08
46.84,30.33,80.72
57.14,26.11,56.92
45.48,37.84,60.2
51.37,38.72,78.05
54.81,26.75,77.96
43.32,28.33,57.56
49.99,20.17,55.74
49.43,22.57,83.25
56.09,26.28,76.93
67.61,25.52,78.49
60.12,36.41,47.96
43.39,33.66,51.71
47.7,29.0,64.94
46.63,32.1,57.76
70.67,24.1,75.43
46.02,37.03,50.57
36.67,28.91,51.39
42.29,24.69,62.64
42.89,28.59,61.73
45.32,31.72,65.48
68.25,21.61,54.01
45.98,29.61,68.18
39.02,26.22,91.7
45.96,19.96,57.48
54.56,34.3,61.0
45.75,16.06,80.7
53.09,35.12,64.64
53.48,27.46,79.19
72.34,33.82,61.99
70.48,33.01,74.78
