time,value
1,108.04
2,100.61
3,96.69
4,114.47
5,113.22
6,104.4
7,109.96
8,96.86
9,117.26
10,112.05
11,126.48
12,111.0
13,115.2
14,131.49
15,140.19
16,135.25
17,118.78
18,141.17
19,144.16
20,137.46
21,136.89
22,144.24
23,147.8
24,150.85
25,136.79
26,148.41
27,148.19
28,154.5
29,156.88
30,153.54
31,158.05
32,146.56
33,164.34
34,159.23
35,173.24
36,164.72
37,153.75
38,161.19
39,166.29
40,179.05
41,170.88
42,174.25
43,191.86
44,170.34
45,195.42
46,189.0
47,192.05
48,180.15
49,192.23
50,202.5
51,206.87
52,178.64
53,197.91
54,192.62
55,209.81
56,193.5
57,193.13
58,202.88
59,188.92
60,202.13
