time,value
1,92.87
2,94.45
3,93.38
4,102.78
5,96.71
6,97.04
7,128.87
8,125.82
9,98.46
10,118.87
11,109.45
12,129.77
13,123.29
14,126.86
15,120.53
16,133.82
17,126.99
18,137.69
19,121.17
20,146.74
21,152.29
22,140.32
23,123.32
24,138.62
25,153.15
26,149.66
27,149.85
28,143.98
29,155.1
30,157.22
31,171.1
32,156.04
33,164.82
34,164.42
35,165.67
36,160.22
37,157.88
38,188.28
39,177.32
40,181.45
41,163.08
42,194.75
43,182.79
44,171.73
45,175.23
46,189.63
47,185.67
48,181.92
49,182.71
50,187.87
51,194.06
52,189.13
53,182.85
54,216.28
55,192.51
56,178.77
57,195.43
58,197.29
59,207.87
60,205.75
