time,value
1,98.42
2,101.78
3,111.75
4,113.62
5,105.55
6,122.35
7,111.89
8,112.58
9,131.86
10,115.1
11,126.28
12,135.68
13,102.19
14,109.04
15,131.51
16,117.29
17,130.11
18,133.75
19,131.41
20,130.08
21,136.23
22,148.99
23,149.71
24,155.86
25,151.41
26,145.65
27,145.86
28,142.75
29,154.36
30,167.44
31,151.24
32,156.01
33,153.88
34,166.32
35,176.86
36,159.04
37,158.67
38,176.9
39,163.69
40,175.09
41,171.26
42,174.03
43,160.2
44,172.76
45,172.6
46,187.15
47,186.12
48,187.07
49,193.4
50,192.06
51,177.5
52,175.28
53,176.9
54,179.1
55,203.68
56,208.96
57,200.95
58,213.87
59,218.57
60,204.64
