time,value
1,94.84
2,108.73
3,103.93
4,112.26
5,96.18
6,106.98
7,114.89
8,119.22
9,125.26
10,112.18
11,117.14
12,111.83
13,117.94
14,129.26
15,122.41
16,143.66
17,150.09
18,137.25
19,140.02
20,132.54
21,141.37
22,123.21
23,139.18
24,137.58
25,134.73
26,158.95
27,136.32
28,146.0
29,154.24
30,149.2
31,155.37
32,152.8
33,165.61
34,182.58
35,148.55
36,159.7
37,166.08
38,168.97
39,171.45
40,174.62
41,172.27
42,181.86
43,176.42
44,179.06
45,192.39
46,202.14
47,169.5
48,180.52
49,195.63
50,193.85
51,200.77
52,183.08
53,201.39
54,200.89
55,202.65
56,201.58
57,201.22
58,217.22
59,223.32
60,214.98
