time,value
1,90.56
2,102.98
3,111.57
4,114.84
5,109.19
6,115.47
7,126.08
8,122.57
9,120.55
10,107.63
11,129.89
12,124.81
13,134.0
14,133.82
15,134.7
16,134.43
17,126.53
18,125.43
19,130.46
20,142.38
21,129.8
22,135.94
23,146.38
24,134.04
25,140.25
26,145.67
27,153.39
28,140.83
29,163.56
30,154.58
31,161.74
32,171.12
33,153.39
34,164.03
35,157.5
36,160.47
37,169.62
38,187.38
39,169.22
40,162.09
41,171.97
42,181.28
43,176.31
44,173.87
45,166.19
46,175.77
47,184.18
48,191.72
49,193.99
50,180.32
51,189.41
52,188.4
53,214.29
54,203.22
55,202.55
56,188.26
57,187.55
58,192.74
59,200.03
60,211.63
