time,value
1,110.95
2,103.84
3,89.93
4,105.72
5,107.06
6,111.62
7,112.01
8,118.15
9,106.76
10,124.7
11,121.49
12,122.78
13,111.01
14,121.71
15,140.02
16,129.92
17,136.63
18,118.03
19,129.24
20,127.93
21,145.23
22,152.39
23,141.33
24,165.02
25,152.69
26,157.76
27,147.9
28,148.12
29,146.96
30,158.59
31,153.93
32,169.07
33,158.87
34,179.09
35,164.16
36,164.94
37,161.13
38,171.92
39,163.24
40,174.12
41,179.24
42,173.36
43,179.2
44,178.34
45,175.09
46,189.65
47,205.06
48,190.23
49,201.68
50,183.03
51,196.49
52,209.94
53,195.57
54,202.64
55,202.41
56,192.75
57,189.12
58,193.74
59,195.66
60,212.26
