time,value
1,95.7
2,113.5
3,108.59
4,95.31
5,115.26
6,113.19
7,95.52
8,128.27
9,117.96
10,132.72
11,126.14
12,105.72
13,121.25
14,124.51
15,133.51
16,125.16
17,122.12
18,132.27
19,124.89
20,145.23
21,136.97
22,140.32
23,132.9
24,150.41
25,163.56
26,150.33
27,150.16
28,143.92
29,161.57
30,157.48
31,171.29
32,155.46
33,157.46
34,167.39
35,158.69
36,164.23
37,164.97
38,175.77
39,171.77
40,166.52
41,172.23
42,167.22
43,173.61
44,171.59
45,175.23
46,200.86
47,192.42
48,194.93
49,197.42
50,198.13
51,192.38
52,203.96
53,188.68
54,195.74
55,216.95
56,195.46
57,219.29
58,212.36
59,215.49
60,216.74
