time,value
1,88.67
2,101.16
3,110.38
4,117.06
5,100.41
6,114.19
7,119.53
8,119.01
9,110.26
10,137.25
11,111.93
12,119.5
13,115.12
14,125.97
15,136.08
16,134.25
17,127.91
18,137.03
19,138.6
20,130.33
21,122.04
22,134.38
23,152.78
24,151.65
25,145.93
26,142.24
27,155.22
28,151.99
29,146.86
30,157.16
31,169.32
32,155.61
33,174.4
34,165.86
35,160.24
36,178.03
37,165.91
38,163.01
39,167.11
40,162.61
41,186.12
42,181.34
43,186.19
44,173.08
45,168.72
46,188.42
47,185.64
48,189.79
49,198.59
50,185.14
51,194.17
52,196.26
53,185.83
54,192.89
55,198.89
56,201.75
57,198.18
58,199.57
59,205.72
60,181.82
