time,value
1,94.42
2,97.56
3,93.81
4,85.39
5,128.47
6,110.18
7,118.79
8,103.64
9,113.34
10,116.95
11,112.85
12,132.04
13,110.05
14,131.49
15,115.2
16,128.43
17,121.3
18,139.75
19,138.99
20,137.66
21,151.87
22,142.5
23,145.08
24,141.63
25,154.86
26,128.27
27,145.69
28,159.85
29,146.03
30,164.55
31,173.67
32,157.69
33,166.3
34,161.67
35,159.81
36,172.93
37,167.96
38,165.62
39,168.06
40,170.89
41,184.58
42,177.37
43,177.97
44,181.38
45,188.02
46,192.06
47,200.08
48,179.82
49,208.27
50,180.08
51,198.09
52,201.9
53,202.97
54,203.19
55,193.88
56,201.57
57,189.86
58,195.79
59,206.26
60,201.03
