time,value
1,105.81
2,119.02
3,111.58
4,118.97
5,128.7
6,108.61
7,118.39
8,121.07
9,109.33
10,108.83
11,136.29
12,111.7
13,122.42
14,119.74
15,131.22
16,137.71
17,129.11
18,135.26
19,127.7
20,138.74
21,131.74
22,134.62
23,158.34
24,146.81
25,147.26
26,142.87
27,139.37
28,145.84
29,149.19
30,154.48
31,151.1
32,156.13
33,151.46
34,160.68
35,167.88
36,158.26
37,157.81
38,158.96
39,160.01
40,172.82
41,174.52
42,168.88
43,179.59
44,192.1
45,176.21
46,186.45
47,171.36
48,181.46
49,194.41
50,194.98
51,193.99
52,201.5
53,197.07
54,191.1
55,191.12
56,195.68
57,204.41
58,199.91
59,207.79
60,211.98
