time,value
1,87.79
2,113.32
3,92.79
4,103.94
5,100.97
6,113.88
7,92.67
8,112.47
9,108.17
10,129.87
11,115.37
12,103.72
13,137.35
14,132.29
15,121.82
16,149.27
17,127.01
18,138.18
19,130.39
20,138.65
21,138.83
22,122.76
23,129.12
24,150.86
25,131.66
26,147.01
27,140.75
28,142.73
29,142.75
30,143.04
31,157.34
32,149.34
33,164.1
34,162.75
35,156.14
36,161.64
37,167.78
38,166.18
39,155.57
40,176.19
41,171.74
42,180.96
43,180.17
44,183.5
45,185.36
46,185.05
47,190.02
48,178.43
49,201.47
50,193.01
51,184.18
52,180.89
53,200.35
54,171.32
55,208.49
56,204.46
57,211.25
58,193.53
59,193.58
60,224.8
