time,value
1,94.85
2,112.76
3,111.27
4,107.76
5,110.99
6,116.52
7,120.04
8,123.54
9,114.9
10,131.72
11,106.49
12,118.15
13,114.57
14,136.76
15,121.6
16,123.46
17,143.63
18,122.04
19,124.47
20,127.62
21,134.98
22,143.17
23,141.19
24,143.02
25,135.3
26,153.57
27,154.67
28,158.64
29,165.32
30,164.8
31,164.62
32,156.1
33,164.55
34,174.97
35,169.45
36,177.23
37,156.94
38,178.25
39,179.12
40,177.18
41,171.92
42,200.14
43,196.43
44,180.68
45,184.2
46,188.96
47,187.0
48,183.35
49,203.31
50,198.79
51,196.73
52,170.95
53,193.44
54,182.01
55,198.7
56,196.95
57,217.82
58,190.65
59,194.5
60,200.19
