time,value
1,94.69
2,109.95
3,90.74
4,103.43
5,116.26
6,126.95
7,113.59
8,106.25
9,120.42
10,124.78
11,117.23
12,116.21
13,136.23
14,118.15
15,121.65
16,141.37
17,125.42
18,139.3
19,134.3
20,123.77
21,142.87
22,134.88
23,136.33
24,143.34
25,141.49
26,131.83
27,135.17
28,151.6
29,160.6
30,157.41
31,159.73
32,147.59
33,165.19
34,163.79
35,179.77
36,168.28
37,171.55
38,161.09
39,182.28
40,158.26
41,177.77
42,160.65
43,188.38
44,169.36
45,178.03
46,181.04
47,180.29
48,192.97
49,183.63
50,177.88
51,204.43
52,188.22
53,200.93
54,183.12
55,194.94
56,192.97
57,196.34
58,207.4
59,199.75
60,209.05
