time,value
1,110.94
2,101.31
3,102.18
4,103.09
5,102.44
6,114.76
7,126.57
8,108.09
9,104.19
10,117.13
11,124.94
12,118.26
13,127.61
14,137.78
15,133.49
16,128.67
17,135.3
18,123.84
19,142.85
20,136.04
21,144.6
22,151.94
23,129.12
24,138.41
25,139.57
26,132.46
27,155.49
28,139.53
29,165.95
30,152.68
31,154.17
32,152.24
33,160.21
34,154.79
35,171.02
36,183.58
37,177.62
38,172.78
39,171.65
40,158.19
41,176.0
42,178.02
43,168.41
44,170.05
45,170.9
46,181.99
47,175.28
48,175.88
49,189.4
50,204.96
51,192.36
52,206.22
53,185.72
54,187.49
55,197.73
56,196.58
57,212.87
58,198.96
59,189.91
60,199.58
