time,value
1,108.62
2,119.82
3,109.23
4,98.77
5,117.39
6,111.27
7,111.35
8,107.71
9,122.41
10,106.92
11,110.98
12,118.09
13,114.15
14,117.64
15,129.56
16,124.29
17,136.52
18,154.47
19,128.53
20,126.6
21,167.67
22,130.24
23,146.38
24,148.64
25,141.58
26,145.8
27,131.76
28,145.73
29,156.89
30,143.63
31,161.5
32,153.86
33,151.62
34,162.54
35,155.39
36,173.32
37,157.55
38,174.09
39,174.47
40,169.96
41,173.59
42,185.05
43,170.35
44,174.99
45,182.65
46,194.32
47,173.89
48,194.26
49,185.57
50,191.28
51,188.05
52,201.81
53,192.3
54,197.78
55,203.95
56,189.91
57,195.01
58,206.06
59,214.92
60,212.44
