time,value
1,101.16
2,104.19
3,97.41
4,117.94
5,120.99
6,95.03
7,101.01
8,120.87
9,105.78
10,114.89
11,120.84
12,127.13
13,121.61
14,125.96
15,120.79
16,139.14
17,126.64
18,135.12
19,130.11
20,136.85
21,136.45
22,138.3
23,133.29
24,149.57
25,156.31
26,148.75
27,154.46
28,157.1
29,159.62
30,156.43
31,157.5
32,164.51
33,159.95
34,153.41
35,163.19
36,149.69
37,166.55
38,171.71
39,180.09
40,173.21
41,181.23
42,175.6
43,169.21
44,167.91
45,173.24
46,171.87
47,189.67
48,184.74
49,192.76
50,190.59
51,200.15
52,202.08
53,190.24
54,195.01
55,194.74
56,187.83
57,208.0
58,213.91
59,206.15
60,204.05
