time,value
1,109.65
2,108.97
3,106.71
4,92.92
5,87.89
6,106.54
7,103.06
8,119.64
9,102.98
10,121.34
11,129.08
12,128.16
13,125.07
14,125.93
15,127.22
16,121.35
17,148.49
18,137.14
19,131.46
20,131.89
21,137.89
22,142.21
23,142.06
24,148.8
25,153.33
26,139.95
27,160.31
28,136.8
29,145.58
30,151.54
31,145.06
32,159.44
33,157.12
34,155.89
35,165.68
36,155.36
37,168.93
38,178.77
39,183.1
40,163.53
41,176.82
42,190.18
43,173.62
44,174.22
45,188.03
46,172.98
47,187.74
48,193.65
49,182.53
50,193.85
51,186.29
52,194.56
53,199.99
54,202.75
55,203.57
56,203.22
57,206.72
58,199.07
59,203.14
60,212.61
