time,value
1,95.93
2,108.78
3,95.05
4,99.63
5,92.15
6,118.04
7,109.99
8,111.76
9,124.15
10,126.39
11,123.69
12,120.73
13,123.03
14,124.76
15,117.2
16,128.61
17,126.94
18,140.53
19,136.28
20,128.73
21,133.99
22,142.83
23,147.66
24,135.26
25,145.57
26,155.87
27,143.3
28,148.38
29,146.97
30,139.49
31,171.58
32,155.74
33,160.56
34,157.46
35,175.3
36,163.38
37,166.26
38,166.03
39,177.53
40,175.88
41,173.19
42,160.06
43,168.65
44,184.57
45,170.74
46,170.93
47,174.78
48,193.81
49,196.45
50,191.64
51,191.93
52,195.44
53,199.58
54,193.07
55,192.86
56,193.47
57,200.9
58,203.83
59,209.83
60,218.35
