time,value
1,97.27
2,101.84
3,107.98
4,89.37
5,115.58
6,129.94
7,118.05
8,106.22
9,109.0
10,117.47
11,122.72
12,119.21
13,108.02
14,124.84
15,121.15
16,131.76
17,133.64
18,133.5
19,137.08
20,128.53
21,136.4
22,123.64
23,126.41
24,133.07
25,151.11
26,142.17
27,150.2
28,159.44
29,134.44
30,145.58
31,165.79
32,163.87
33,169.82
34,177.38
35,174.58
36,158.44
37,176.18
38,171.6
39,171.57
40,176.14
41,164.86
42,174.46
43,171.23
44,161.53
45,187.16
46,179.16
47,184.29
48,197.37
49,189.59
50,196.13
51,195.68
52,198.98
53,202.19
54,192.69
55,197.08
56,205.48
57,202.35
58,210.7
59,206.91
60,209.6
