time,value
1,100.13
2,100.4
3,113.08
4,110.54
5,108.55
6,127.4
7,108.46
8,122.61
9,130.38
10,108.73
11,120.01
12,123.47
13,128.42
14,130.27
15,124.73
16,125.13
17,127.72
18,117.76
19,136.27
20,142.99
21,149.42
22,153.21
23,145.26
24,140.0
25,131.47
26,136.31
27,151.57
28,147.12
29,146.05
30,155.55
31,151.48
32,152.13
33,169.97
34,159.61
35,165.31
36,180.06
37,157.02
38,174.87
39,177.36
40,165.08
41,178.5
42,163.71
43,189.07
44,173.03
45,169.34
46,194.88
47,183.47
48,188.9
49,194.32
50,198.23
51,192.4
52,178.19
53,208.92
54,197.95
55,188.59
56,203.51
57,196.32
58,210.91
59,199.34
60,202.23
