time,value
1,99.81
2,104.28
3,107.68
4,107.09
5,98.93
6,112.37
7,119.13
8,118.09
9,106.29
10,116.77
11,118.49
12,116.9
13,120.56
14,120.83
15,122.63
16,124.84
17,135.56
18,138.53
19,136.03
20,143.25
21,137.85
22,140.4
23,128.14
24,127.11
25,147.56
26,139.68
27,160.92
28,160.97
29,154.31
30,150.32
31,158.53
32,160.81
33,150.24
34,174.06
35,164.52
36,158.07
37,163.21
38,169.2
39,178.4
40,172.18
41,162.35
42,186.03
43,188.63
44,183.56
45,175.52
46,186.27
47,190.8
48,187.64
49,195.7
50,210.71
51,188.79
52,198.62
53,188.78
54,185.88
55,187.09
56,204.2
57,205.79
58,201.86
59,211.51
60,201.35
