time,value
1,114.17
2,108.61
3,111.19
4,107.2
5,128.11
6,111.48
7,123.6
8,111.45
9,114.38
10,113.42
11,108.54
12,122.73
13,130.69
14,131.59
15,124.62
16,132.47
17,132.84
18,147.26
19,134.18
20,130.39
21,124.88
22,155.33
23,115.02
24,147.58
25,141.4
26,153.1
27,138.98
28,152.59
29,153.28
30,144.91
31,161.97
32,161.55
33,161.46
34,166.1
35,157.89
36,168.38
37,170.68
38,167.69
39,173.07
40,174.22
41,159.98
42,184.96
43,192.42
44,165.19
45,187.61
46,175.38
47,180.64
48,180.43
49,183.13
50,191.0
51,191.29
52,196.6
53,185.93
54,206.88
55,193.27
56,194.93
57,205.11
58,202.31
59,206.55
60,205.32
