time,value
1,99.29
2,95.8
3,105.71
4,102.14
5,117.5
6,134.39
7,127.54
8,116.38
9,122.13
10,104.73
11,123.32
12,122.5
13,126.48
14,124.86
15,129.57
16,133.58
17,140.04
18,128.62
19,128.16
20,137.01
21,128.78
22,145.05
23,130.22
24,142.43
25,152.76
26,147.77
27,137.16
28,142.4
29,151.92
30,154.16
31,155.26
32,161.69
33,157.2
34,159.66
35,153.11
36,175.82
37,186.55
38,168.81
39,181.94
40,174.55
41,175.03
42,172.07
43,181.67
44,180.23
45,193.29
46,183.19
47,186.13
48,184.39
49,187.76
50,169.5
51,193.3
52,200.18
53,194.34
54,191.92
55,197.71
56,209.17
57,198.23
58,212.2
59,207.68
60,217.17
