x1,x2,x3
46.41,25.38,67.07
48.23,31.48,65.2
54.83,33.27,63.18
41.51,22.04,67.51
49.43,34.15,58.81
59.76,31.3,73.61
50.57,25.27,67.75
53.46,26.82,72.13
32.47,25.55,55.62
53.76,30.8,69.04
51.21,37.86,69.93
48.52,25.39,67.06
45.58,34.3,58.4
44.34,28.71,62.06
48.75,37.75,70.23
48.4,21.68,59.5
62.64,31.65,55.04
56.68,16.5,57.77
41.32,34.13,64.1
59.39,24.26,85.95
44.51,20.75,74.08
52.4,32.37,68.89
52.77,31.64,74.5
54.79,22.31,58.91
37.81,33.94,70.35
68.19,34.07,43.09
47.6,34.94,73.71
48.75,31.71,52.35
57.55,42.37,80.51
41.51,32.43,46.94
49.22,37.54,61.76
44.14,23.99,73.91
62.53,24.97,68.98
42.53,32.76,77.2
59.19,33.36,75.69
44.38,29.12,58.7
48.33,22.16,69.12
44.17,17.68,77.73
50.19,27.76,82.03
49.93,32.77,76.29
47.91,36.35,67.99
47.94,28.83,86.9
49.42,25.92,68.98
58.88,26.38,56.02
47.76,28.82,84.44
47.85,29.54,74.82
41.46,34.4,77.9
54.39,25.45,69.41
49.84,22.76,73.77
49.05,35.21,80.67
58.82,23.59,61.7
48.18,36.23,75.93
52.95,31.55,76.83
42.35,26.58,50.93
37.21,18.55,63.28
60.63,24.76,54.47
51.51,31.38,64.89
41.92,30.94,64.42
45.1,26.18,73.71
46.18,22.69,67.1
61.83,22.68,68.69
39.93,29.66,62.98
55.63,32.23,69.92
47.11,33.22,74.4
48.18,26.6,66.1
47.54,25.08,85.64
53.01,21.73,80.75
60.2,29.92,67.44
62.14,31.15,66.16
46.17,27.94,70.62
48.3,26.45,46.08
56.95,32.67,76.49
76.3,32.32,76.1
33.54,28.52,86.53
51.37,31.16,83.17
45.68,28.11,48.85
41.28,36.92,66.34
52.77,34.67,62.49
42.57,30.58,69.7
56.27,35.19,61.2
42.92,28.13,64.39
57.55,27.33,94.18
59.69,25.43,68.92
59.78,29.83,65.31
44.65,42.29,63.49
50.67,31.69,75.04
52.67,31.99,70.87
52.3,26.85,79.25
54.56,20.16,77.93
61.27,30.74,79.25
45.51,27.3,67.07
41.86,31.89,52.95
53.11,29.1,78.42
37.36,34.75,62.11
31.9,36.46,64.27
49.92,32.95,70.03
52.5,24.23,67.7
45.12,27.22,64.01
31.08,31.53,72.28
51.4,43.51,66.79
58.15,37.63,61.86
48.91,27.33,72.1
32.42,32.75,55.07
42.33,23.0,45.44
41.39,30.14,73.53
52.21,26.11,70.85
45.71,29.86,89.03
54.47,22.6,74.19
67.35,26.15,90.16
49.43,34.86,77.35
49.5,31.77,61.93
48.06,22.32,67.93
59.62,31.33,62.94
44.25,22.44,55.59
48.59,34.08,73.51
53.83,28.87,77.97
48.68,26.45,80.15
53.78,30.8,68.37
51.95,30.81,74.89
52.4,38.15,78.44
