time,value
1,86.97
2,107.08
3,102.09
4,101.74
5,103.42
6,108.24
7,118.61
8,117.17
9,113.64
10,112.41
11,127.61
12,123.59
13,129.45
14,114.82
15,124.88
16,119.07
17,131.23
18,138.34
19,143.13
20,124.25
21,141.96
22,139.83
23,137.54
24,154.37
25,134.7
26,135.13
27,140.71
28,154.35
29,147.71
30,158.23
31,149.64
32,171.0
33,170.87
34,162.42
35,169.3
36,146.09
37,160.84
38,160.19
39,168.44
40,179.31
41,179.19
42,177.53
43,177.69
44,168.94
45,178.59
46,180.56
47,171.81
48,167.02
49,191.3
50,189.4
51,196.57
52,183.71
53,195.25
54,190.01
55,201.77
56,204.89
57,194.47
58,213.42
59,202.22
60,223.45
