time,value
1,96.27
2,102.62
3,114.98
4,117.29
5,108.57
6,100.98
7,117.88
8,112.54
9,114.35
10,116.06
11,112.54
12,137.77
13,120.48
14,114.97
15,132.84
16,133.41
17,143.3
18,151.16
19,138.84
20,137.72
21,143.48
22,129.51
23,132.92
24,153.16
25,147.39
26,153.66
27,145.2
28,165.34
29,149.43
30,159.53
31,162.57
32,166.66
33,150.85
34,165.8
35,160.02
36,157.95
37,161.31
38,166.63
39,173.41
40,182.41
41,170.77
42,163.34
43,184.01
44,185.44
45,184.89
46,182.62
47,180.77
48,173.03
49,190.3
50,180.43
51,194.08
52,199.23
53,202.64
54,205.0
55,198.98
56,202.77
57,199.75
58,195.5
59,204.99
60,211.51
