time,value
1,104.13
2,105.07
3,109.88
4,98.08
5,105.77
6,113.02
7,113.94
8,114.55
9,111.42
10,110.66
11,120.27
12,106.93
13,118.1
14,133.46
15,142.95
16,123.74
17,122.43
18,143.93
19,137.69
20,157.69
21,135.33
22,143.77
23,150.43
24,142.92
25,158.1
26,147.37
27,150.79
28,147.88
29,138.2
30,161.53
31,152.7
32,168.19
33,161.93
34,159.44
35,146.47
36,170.47
37,163.61
38,162.28
39,172.5
40,166.24
41,172.43
42,181.52
43,181.42
44,191.33
45,193.38
46,181.73
47,166.07
48,172.16
49,182.63
50,201.54
51,187.67
52,194.62
53,191.87
54,187.62
55,197.05
56,214.33
57,198.49
58,211.86
59,200.57
60,198.46
