time,value
1,104.71
2,106.64
3,95.67
4,103.91
5,104.27
6,100.06
7,105.07
8,117.72
9,113.55
10,119.58
11,109.74
12,116.97
13,127.53
14,107.78
15,118.76
16,115.1
17,130.43
18,132.96
19,137.65
20,134.32
21,140.39
22,130.71
23,155.98
24,144.07
25,149.44
26,152.69
27,148.88
28,147.4
29,154.64
30,172.02
31,154.94
32,152.38
33,168.52
34,148.93
35,173.77
36,172.92
37,162.31
38,186.27
39,165.65
40,172.45
41,173.66
42,180.94
43,166.66
44,187.61
45,172.57
46,187.83
47,189.86
48,178.21
49,185.46
50,186.68
51,190.85
52,209.02
53,201.17
54,202.63
55,197.84
56,182.9
57,208.8
58,210.27
59,191.53
60,215.38
