time,value
1,96.34
2,103.44
3,98.44
4,115.57
5,105.57
6,119.47
7,93.53
8,94.29
9,105.73
10,113.9
11,118.78
12,119.95
13,121.39
14,122.47
15,98.02
16,131.91
17,128.67
18,128.2
19,136.42
20,140.4
21,139.86
22,136.72
23,143.75
24,162.46
25,161.33
26,151.13
27,152.63
28,132.68
29,166.42
30,159.49
31,159.51
32,161.24
33,160.08
34,162.05
35,166.44
36,164.21
37,167.3
38,170.14
39,158.28
40,173.48
41,177.09
42,172.05
43,182.27
44,179.65
45,180.5
46,172.78
47,185.97
48,188.55
49,184.62
50,198.94
51,210.89
52,190.99
53,185.04
54,209.13
55,202.72
56,207.18
57,208.77
58,213.74
59,202.56
60,208.76
