x1,x2,x3
45.95,25.47,79.01
48.85,25.46,69.76
59.65,26.45,59.79
53.13,30.63,78.57
43.52,33.65,68.99
38.93,30.69,85.2
45.96,32.43,67.58
46.24,30.62,54.28
47.2,31.86,42.93
60.22,33.0,66.97
55.45,26.95,62.03
47.89,32.86,61.91
50.0,25.74,72.2
47.81,26.45,84.49
44.62,35.16,68.11
43.43,31.34,80.75
56.97,34.17,72.44
46.2,36.14,68.59
51.85,34.45,59.48
60.8,25.17,73.32
42.22,24.93,80.09
43.21,26.81,63.33
55.22,24.59,70.46
49.68,37.27,59.65
68.25,30.74,86.57
47.58,29.51,57.88
52.87,26.34,63.33
61.03,30.85,67.42
52.56,32.09,73.6
44.63,35.47,60.31
58.29,29.96,70.68
41.94,36.78,67.6
60.09,27.1,64.13
56.74,31.28,65.52
47.77,29.7,67.83
60.87,31.09,66.51
41.18,25.55,68.05
49.52,25.13,67.57
51.99,29.28,61.81
74.66,24.6,73.79
47.12,31.06,49.8
44.49,34.07,71.79
51.07,27.98,59.85
45.28,27.05,79.08
41.43,33.18,61.57
47.05,22.29,60.37
40.14,32.16,68.23
52.55,30.41,65.27
58.23,27.9,77.69
48.1,27.76,67.69
62.03,28.31,79.66
42.09,33.41,65.81
61.29,28.01,72.69
39.61,31.61,62.43
52.29,32.63,74.5
46.2,32.65,64.43
46.1,41.75,77.77
38.91,28.63,68.47
41.23,30.51,76.8
39.53,23.71,81.56
46.05,33.01,52.67
47.48,33.8,85.83
47.11,32.27,70.32
49.32,26.74,65.91
40.92,27.34,77.79
35.75,22.32,60.69
53.08,35.69,78.95
55.57,31.46,71.07
41.59,25.98,67.78
54.78,28.73,62.66
62.94,29.95,66.07
43.48,25.49,49.38
48.21,27.27,53.07
62.76,31.99,70.55
54.49,26.7,93.91
39.55,29.18,63.21
46.48,32.12,53.1
42.11,30.96,78.7
67.4,26.0,78.59
43.29,21.97,81.79
52.54,29.43,72.32
49.57,24.97,78.01
46.22,35.98,68.6
52.17,32.13,80.94
45.46,29.63,72.06
52.52,32.1,61.08
40.0,27.19,74.26
36.81,35.09,71.75
61.23,28.55,67.7
44.5,23.09,67.76
44.7,19.23,76.93
35.71,38.02,75.75
61.19,37.52,57.98
52.13,32.51,79.61
50.6,31.84,83.47
52.67,26.54,79.92
47.03,32.42,66.42
65.12,26.86,81.2
51.82,29.31,81.69
56.89,29.26,76.72
48.47,22.02,78.41
45.98,33.03,79.56
35.69,21.77,67.49
52.14,26.7,55.29
58.08,31.54,63.18
55.86,34.2,62.03
32.87,31.96,59.32
65.6,23.76,64.32
44.4,25.16,79.52
37.87,32.39,69.73
55.88,31.35,73.86
52.07,33.78,66.27
47.48,25.93,67.55
54.99,32.57,79.74
59.39,36.79,70.03
56.53,32.66,68.92
48.42,27.61,82.13
42.69,31.82,62.63
41.19,28.28,87.85
46.99,33.12,74.34
