time,value
1,98.71
2,94.8
3,103.84
4,109.5
5,104.6
6,116.34
7,109.64
8,128.21
9,125.4
10,119.31
11,124.6
12,117.57
13,114.77
14,130.67
15,122.03
16,125.65
17,121.82
18,137.07
19,130.17
20,131.29
21,147.38
22,143.25
23,139.05
24,134.69
25,140.45
26,144.83
27,137.44
28,153.67
29,142.72
30,164.83
31,158.84
32,155.04
33,154.51
34,151.65
35,163.31
36,170.19
37,155.06
38,166.29
39,164.71
40,167.52
41,167.21
42,173.2
43,162.58
44,182.6
45,174.49
46,180.24
47,179.54
48,181.39
49,190.12
50,198.36
51,189.78
52,198.1
53,193.41
54,204.54
55,192.76
56,205.57
57,197.14
58,202.95
59,207.88
60,212.67
