time,value
1,110.45
2,111.15
3,113.11
4,105.67
5,107.28
6,99.77
7,110.17
8,98.05
9,113.73
10,120.85
11,131.61
12,126.75
13,126.09
14,121.14
15,124.56
16,126.95
17,132.55
18,137.26
19,122.32
20,146.49
21,144.26
22,133.55
23,137.92
24,158.89
25,141.8
26,145.91
27,149.55
28,144.02
29,160.74
30,165.07
31,165.36
32,159.16
33,164.55
34,173.82
35,172.05
36,167.82
37,163.85
38,162.77
39,175.09
40,167.4
41,192.72
42,179.03
43,187.35
44,172.44
45,190.82
46,173.74
47,175.54
48,180.04
49,173.45
50,177.49
51,199.29
52,193.89
53,192.36
54,185.08
55,189.62
56,200.05
57,213.5
58,206.81
59,200.34
60,206.17
