time,value
1,91.63
2,100.47
3,100.59
4,122.14
5,112.91
6,125.83
7,122.99
8,121.35
9,106.49
10,121.99
11,110.52
12,126.65
13,118.34
14,133.33
15,122.15
16,139.65
17,113.81
18,132.26
19,122.95
20,129.25
21,134.65
22,148.31
23,143.8
24,152.15
25,139.0
26,137.06
27,141.11
28,154.42
29,159.73
30,149.35
31,146.47
32,154.59
33,156.48
34,166.5
35,155.19
36,175.15
37,171.91
38,172.1
39,177.2
40,180.01
41,180.83
42,171.8
43,175.8
44,194.64
45,185.72
46,180.39
47,199.27
48,175.07
49,204.07
50,190.87
51,199.59
52,200.02
53,198.77
54,180.99
55,213.72
56,199.1
57,202.94
58,179.99
59,201.97
60,209.89
