time,value
1,95.35
2,109.63
3,104.6
4,98.97
5,108.88
6,111.38
7,108.48
8,117.51
9,114.85
10,124.79
11,122.23
12,119.47
13,107.21
14,120.36
15,138.75
16,127.89
17,125.29
18,126.5
19,130.86
20,145.12
21,135.37
22,143.19
23,149.07
24,150.16
25,155.34
26,141.78
27,139.93
28,139.81
29,144.97
30,152.68
31,152.38
32,148.21
33,165.32
34,163.55
35,161.76
36,169.32
37,171.06
38,158.83
39,180.77
40,161.16
41,170.39
42,169.07
43,175.45
44,173.21
45,188.29
46,182.67
47,178.32
48,178.78
49,192.57
50,203.27
51,193.02
52,188.97
53,198.69
54,193.92
55,209.74
56,201.19
57,188.83
58,199.32
59,208.79
60,214.09
