time,value
1,99.37
2,102.96
3,105.7
4,106.86
5,93.92
6,127.45
7,109.4
8,111.47
9,110.53
10,108.54
11,122.2
12,116.51
13,137.18
14,125.59
15,112.93
16,123.22
17,130.89
18,149.76
19,133.89
20,133.83
21,141.34
22,145.93
23,153.35
24,147.57
25,136.29
26,154.84
27,144.47
28,159.89
29,152.65
30,149.57
31,149.86
32,160.11
33,153.37
34,170.15
35,168.05
36,174.89
37,158.72
38,174.48
39,169.64
40,175.78
41,169.55
42,176.76
43,184.8
44,188.73
45,180.28
46,182.67
47,178.12
48,185.69
49,176.96
50,200.9
51,191.08
52,193.29
53,198.21
54,205.38
55,196.86
56,201.71
57,210.75
58,209.59
59,215.02
60,194.68
