time,value
1,92.07
2,117.05
3,112.41
4,107.52
5,100.72
6,118.15
7,98.86
8,114.22
9,113.6
10,113.41
11,117.84
12,123.09
13,129.04
14,128.34
15,121.79
16,116.67
17,131.33
18,127.25
19,130.37
20,146.4
21,144.94
22,142.75
23,126.03
24,139.56
25,143.32
26,148.03
27,146.55
28,145.41
29,150.63
30,163.27
31,161.26
32,161.05
33,168.21
34,162.96
35,147.6
36,177.24
37,164.77
38,167.27
39,174.86
40,180.28
41,172.94
42,178.85
43,190.58
44,162.5
45,168.33
46,177.45
47,176.93
48,186.02
49,180.24
50,209.3
51,188.64
52,197.47
53,181.34
54,191.22
55,196.92
56,198.43
57,184.75
58,214.04
59,184.1
60,209.56
