time,value
1,98.18
2,105.73
3,112.43
4,123.85
5,119.68
6,113.53
7,108.88
8,116.93
9,132.82
10,116.35
11,118.68
12,123.36
13,127.7
14,125.51
15,142.25
16,132.44
17,128.66
18,141.28
19,143.12
20,132.26
21,140.19
22,143.4
23,146.23
24,148.16
25,140.23
26,156.8
27,155.5
28,144.09
29,159.02
30,147.41
31,144.03
32,157.22
33,153.04
34,161.86
35,168.82
36,164.74
37,159.34
38,173.96
39,167.23
40,163.93
41,183.87
42,169.06
43,189.27
44,167.33
45,184.58
46,174.93
47,192.28
48,169.22
49,192.67
50,180.85
51,199.75
52,195.6
53,204.61
54,188.64
55,189.65
56,196.04
57,202.56
58,212.54
59,204.79
60,209.52
