time,value
1,101.81
2,106.08
3,89.68
4,112.87
5,99.85
6,122.92
7,102.5
8,111.7
9,115.3
10,108.61
11,121.89
12,125.25
13,119.86
14,123.23
15,137.66
16,126.21
17,141.11
18,139.32
19,131.04
20,141.99
21,138.73
22,127.41
23,130.41
24,150.71
25,148.7
26,142.54
27,155.18
28,140.21
29,167.66
30,151.74
31,148.88
32,143.29
33,154.26
34,162.26
35,156.99
36,173.45
37,180.4
38,155.08
39,170.34
40,157.63
41,170.3
42,176.37
43,178.44
44,182.28
45,178.68
46,188.52
47,187.33
48,182.43
49,194.32
50,182.69
51,200.66
52,189.68
53,188.27
54,177.44
55,189.82
56,196.11
57,203.84
58,209.53
59,197.22
60,195.65
