time,value
1,114.25
2,108.2
3,110.14
4,111.09
5,101.93
6,117.5
7,102.51
8,114.17
9,108.51
10,126.05
11,121.57
12,122.31
13,121.7
14,110.59
15,124.93
16,143.08
17,122.3
18,140.21
19,125.33
20,146.72
21,133.48
22,132.6
23,137.93
24,130.82
25,157.41
26,156.86
27,144.09
28,141.18
29,152.43
30,164.17
31,153.94
32,155.19
33,147.46
34,157.57
35,154.56
36,163.92
37,163.44
38,162.62
39,170.07
40,182.24
41,164.53
42,158.78
43,178.83
44,195.61
45,190.52
46,183.67
47,172.12
48,186.95
49,177.28
50,185.11
51,186.92
52,197.43
53,204.39
54,198.75
55,199.74
56,188.29
57,196.29
58,189.05
59,209.0
60,212.0
