time,value
1,89.81
2,102.21
3,119.72
4,100.13
5,97.06
6,120.22
7,134.1
8,119.54
9,127.42
10,124.07
11,112.59
12,116.2
13,122.59
14,107.22
15,122.62
16,125.09
17,138.73
18,131.54
19,127.67
20,132.58
21,141.16
22,141.54
23,150.06
24,145.54
25,135.27
26,147.24
27,135.81
28,135.71
29,148.85
30,148.02
31,164.51
32,165.16
33,158.24
34,170.02
35,160.58
36,169.56
37,165.39
38,172.81
39,177.18
40,172.98
41,182.44
42,173.32
43,199.64
44,182.62
45,195.19
46,176.11
47,190.41
48,176.5
49,182.74
50,193.69
51,190.34
52,202.06
53,192.78
54,190.73
55,204.75
56,207.97
57,190.63
58,213.87
59,210.51
60,206.04
