time,value
1,97.11
2,108.28
3,100.81
4,106.58
5,87.99
6,110.41
7,116.33
8,116.17
9,114.24
10,131.76
11,116.39
12,133.0
13,123.58
14,130.29
15,138.84
16,133.67
17,134.67
18,129.3
19,126.07
20,141.5
21,130.23
22,133.74
23,143.53
24,138.49
25,146.21
26,138.45
27,158.42
28,151.23
29,150.98
30,159.35
31,166.47
32,163.23
33,162.76
34,156.91
35,172.22
36,169.42
37,150.52
38,166.85
39,163.29
40,160.22
41,168.6
42,180.86
43,181.36
44,184.57
45,178.91
46,177.88
47,170.77
48,177.56
49,201.31
50,191.07
51,197.46
52,207.34
53,203.2
54,181.93
55,211.48
56,198.19
57,195.06
58,207.74
59,215.43
60,218.19
