time,value
1,97.62
2,98.15
3,91.03
4,100.33
5,104.89
6,112.22
7,121.78
8,118.0
9,124.91
10,104.54
11,116.68
12,118.06
13,113.22
14,120.77
15,124.18
16,127.97
17,127.85
18,134.38
19,132.85
20,131.3
21,133.88
22,133.84
23,136.54
24,141.61
25,145.24
26,130.63
27,150.78
28,161.64
29,148.32
30,154.5
31,151.35
32,161.18
33,158.77
34,167.45
35,163.07
36,165.11
37,157.93
38,161.89
39,160.93
40,170.51
41,181.11
42,179.11
43,180.05
44,163.42
45,173.12
46,173.04
47,182.55
48,200.23
49,191.23
50,182.62
51,194.5
52,183.04
53,193.93
54,211.84
55,202.81
56,209.64
57,210.94
58,219.5
59,206.92
60,212.21
