time,value
1,95.48
2,112.23
3,105.68
4,105.48
5,103.33
6,117.04
7,126.56
8,99.3
9,117.31
10,114.67
11,119.19
12,114.0
13,112.47
14,121.6
15,129.0
16,134.5
17,116.27
18,125.51
19,112.59
20,133.32
21,140.96
22,136.14
23,152.94
24,147.98
25,138.14
26,164.85
27,140.5
28,165.52
29,159.59
30,151.57
31,171.36
32,168.94
33,155.29
34,164.3
35,139.14
36,177.56
37,170.87
38,148.53
39,165.43
40,167.69
41,157.13
42,179.06
43,181.41
44,203.87
45,169.58
46,172.84
47,189.02
48,183.2
49,174.05
50,187.06
51,187.8
52,184.4
53,204.86
54,207.67
55,210.77
56,209.59
57,205.58
58,206.8
59,192.0
60,201.67
