time,value
1,100.67
2,98.76
3,99.48
4,118.07
5,116.59
6,101.23
7,113.28
8,125.18
9,99.67
10,122.27
11,115.6
12,111.22
13,101.49
14,127.17
15,124.05
16,133.44
17,125.88
18,141.65
19,141.3
20,132.03
21,120.07
22,119.52
23,142.6
24,155.25
25,130.01
26,147.38
27,151.41
28,147.53
29,157.7
30,160.34
31,163.82
32,153.82
33,149.91
34,169.07
35,149.78
36,159.61
37,157.24
38,167.7
39,178.99
40,166.11
41,166.33
42,178.98
43,180.94
44,178.3
45,188.93
46,184.59
47,178.31
48,188.81
49,187.94
50,188.05
51,190.1
52,203.88
53,195.43
54,195.98
55,188.36
56,194.81
57,198.35
58,208.29
59,211.73
60,218.48
