time,value
1,109.78
2,99.43
3,105.96
4,113.34
5,102.66
6,93.0
7,115.7
8,114.24
9,113.42
10,116.59
11,120.69
12,119.41
13,124.18
14,119.95
15,123.83
16,124.37
17,140.1
18,133.45
19,133.44
20,134.64
21,133.43
22,138.75
23,144.49
24,139.39
25,143.17
26,151.44
27,149.13
28,149.38
29,154.35
30,150.9
31,152.41
32,156.48
33,156.11
34,180.84
35,165.78
36,169.51
37,163.95
38,159.29
39,174.43
40,167.44
41,178.4
42,183.61
43,176.9
44,186.32
45,175.48
46,183.3
47,168.02
48,180.45
49,178.49
50,202.21
51,201.8
52,206.64
53,200.45
54,200.55
55,208.57
56,197.34
57,215.19
58,206.37
59,219.64
60,212.23
