time,value
1,102.33
2,107.57
3,109.16
4,115.89
5,113.1
6,99.88
7,124.2
8,101.97
9,123.43
10,116.19
11,117.49
12,114.1
13,111.79
14,137.02
15,132.27
16,112.16
17,132.99
18,134.93
19,122.65
20,142.67
21,140.4
22,150.24
23,134.22
24,151.56
25,136.13
26,153.87
27,165.38
28,145.71
29,133.51
30,152.79
31,158.22
32,141.94
33,163.27
34,163.23
35,160.83
36,161.43
37,164.89
38,165.79
39,162.64
40,173.47
41,192.39
42,173.12
43,188.33
44,184.76
45,191.79
46,181.87
47,178.69
48,178.99
49,191.45
50,180.38
51,191.16
52,191.88
53,196.5
54,177.65
55,203.53
56,208.4
57,222.16
58,184.17
59,201.19
60,216.16
