time,value
1,92.53
2,93.86
3,107.55
4,97.53
5,102.89
6,114.19
7,114.25
8,113.62
9,115.6
10,125.47
11,121.08
12,122.94
13,115.08
14,126.07
15,127.05
16,119.86
17,126.69
18,132.81
19,141.51
20,133.41
21,138.74
22,140.72
23,141.02
24,131.4
25,146.45
26,150.68
27,156.68
28,150.01
29,153.57
30,142.11
31,168.96
32,164.01
33,152.45
34,159.41
35,159.7
36,167.63
37,168.6
38,174.78
39,171.95
40,183.46
41,183.5
42,180.01
43,184.9
44,180.11
45,185.5
46,168.88
47,186.56
48,196.34
49,197.93
50,174.43
51,201.34
52,204.84
53,210.27
54,201.83
55,213.04
56,206.07
57,205.81
58,191.54
59,218.52
60,203.88
