time,value
1,93.31
2,92.98
3,115.56
4,108.01
5,115.7
6,112.71
7,116.05
8,119.58
9,98.46
10,108.37
11,112.55
12,121.42
13,113.96
14,123.61
15,137.07
16,145.36
17,131.86
18,129.99
19,140.53
20,141.28
21,137.75
22,131.48
23,140.18
24,141.16
25,149.55
26,136.82
27,153.32
28,148.54
29,154.77
30,151.55
31,147.59
32,150.4
33,173.66
34,152.4
35,169.82
36,156.59
37,175.6
38,156.43
39,166.35
40,172.43
41,175.48
42,158.34
43,173.29
44,183.82
45,181.0
46,170.41
47,198.7
48,183.36
49,188.02
50,186.98
51,192.11
52,199.24
53,202.92
54,194.68
55,190.17
56,190.22
57,201.45
58,209.57
59,199.83
60,209.37
