time,value
1,109.68
2,99.62
3,99.16
4,110.65
5,104.62
6,104.37
7,110.94
8,118.8
9,102.5
10,118.12
11,113.4
12,122.32
13,128.19
14,131.26
15,132.39
16,128.57
17,131.71
18,129.27
19,141.57
20,134.51
21,125.16
22,145.44
23,133.49
24,147.5
25,154.64
26,148.62
27,155.53
28,137.96
29,143.43
30,153.24
31,149.28
32,157.49
33,153.52
34,155.14
35,164.82
36,171.98
37,189.09
38,183.4
39,164.64
40,178.07
41,179.9
42,175.11
43,168.2
44,182.58
45,172.9
46,173.04
47,178.33
48,180.18
49,187.36
50,193.54
51,196.47
52,183.77
53,195.41
54,188.93
55,190.1
56,204.51
57,212.54
58,200.91
59,210.62
60,210.31
