time,value
1,105.67
2,100.45
3,98.79
4,122.41
5,112.24
6,104.73
7,117.05
8,104.09
9,108.95
10,132.81
11,129.13
12,114.56
13,121.75
14,117.87
15,123.25
16,124.37
17,119.29
18,127.63
19,132.32
20,146.4
21,133.4
22,136.18
23,140.17
24,147.92
25,138.77
26,143.3
27,154.58
28,144.0
29,136.69
30,150.06
31,148.43
32,156.25
33,161.92
34,170.86
35,173.01
36,179.65
37,169.59
38,166.4
39,176.82
40,162.8
41,172.19
42,170.77
43,172.91
44,180.9
45,173.32
46,202.5
47,172.38
48,180.87
49,199.07
50,182.74
51,202.32
52,191.32
53,200.65
54,194.66
55,196.96
56,209.15
57,198.13
58,200.11
59,202.45
60,209.46
