time,value
1,95.07
2,113.72
3,105.57
4,123.25
5,120.68
6,93.87
7,97.23
8,110.71
9,107.66
10,128.37
11,122.71
12,134.11
13,128.76
14,138.29
15,120.45
16,123.18
17,130.23
18,127.54
19,141.5
20,125.81
21,145.02
22,127.03
23,155.15
24,148.11
25,155.84
26,127.61
27,139.58
28,147.31
29,152.49
30,138.09
31,148.29
32,156.7
33,159.18
34,173.53
35,164.78
36,157.34
37,160.83
38,187.12
39,171.63
40,178.08
41,176.01
42,175.43
43,186.95
44,180.45
45,186.47
46,186.34
47,190.81
48,175.21
49,198.14
50,191.49
51,192.69
52,189.46
53,203.12
54,198.98
55,198.06
56,198.02
57,204.32
58,195.79
59,213.96
60,214.18
