time,value
1,102.83
2,101.91
3,105.69
4,109.88
5,97.56
6,119.15
7,101.37
8,122.25
9,126.56
10,116.4
11,117.72
12,117.56
13,125.27
14,137.31
15,120.86
16,122.56
17,135.24
18,133.54
19,141.87
20,130.87
21,145.82
22,143.44
23,131.35
24,147.53
25,146.53
26,161.54
27,167.44
28,155.53
29,160.68
30,158.07
31,165.52
32,150.89
33,158.37
34,158.19
35,167.89
36,161.06
37,157.75
38,173.46
39,174.11
40,163.95
41,180.73
42,172.63
43,167.48
44,188.14
45,179.3
46,180.11
47,181.85
48,186.36
49,177.54
50,162.27
51,192.1
52,185.55
53,190.0
54,201.24
55,197.55
56,206.61
57,202.94
58,209.36
59,204.22
60,213.34
