time,value
1,107.18
2,94.17
3,94.69
4,104.64
5,114.79
6,110.9
7,118.8
8,116.01
9,108.79
10,117.84
11,110.87
12,120.3
13,124.03
14,121.81
15,111.01
16,140.17
17,135.18
18,141.92
19,148.14
20,137.45
21,149.58
22,134.52
23,128.02
24,138.91
25,124.11
26,141.14
27,160.08
28,163.35
29,163.04
30,157.69
31,161.8
32,163.93
33,161.58
34,165.39
35,165.08
36,156.76
37,180.95
38,172.39
39,172.27
40,166.04
41,166.82
42,169.88
43,181.46
44,191.37
45,189.13
46,192.32
47,190.07
48,201.23
49,165.11
50,188.29
51,200.43
52,202.07
53,195.56
54,204.15
55,196.95
56,190.8
57,195.07
58,216.31
59,216.36
60,204.5
