time,value
1,113.05
2,94.04
3,95.1
4,112.63
5,102.57
6,105.46
7,102.25
8,125.39
9,118.88
10,116.09
11,115.9
12,116.26
13,128.9
14,120.77
15,138.02
16,127.5
17,128.59
18,142.41
19,132.2
20,137.24
21,142.07
22,145.41
23,150.53
24,146.76
25,151.73
26,139.84
27,148.91
28,146.24
29,148.84
30,140.46
31,147.17
32,156.33
33,161.59
34,150.19
35,171.12
36,159.02
37,162.89
38,176.11
39,167.8
40,184.86
41,169.96
42,168.1
43,174.92
44,178.81
45,186.61
46,180.86
47,177.88
48,199.69
49,178.29
50,207.17
51,180.58
52,202.07
53,201.32
54,196.08
55,192.36
56,215.45
57,198.21
58,229.64
59,217.87
60,191.1
