time,value
1,99.17
2,113.48
3,107.26
4,104.5
5,100.17
6,110.81
7,121.18
8,124.11
9,112.59
10,106.33
11,118.81
12,123.66
13,125.07
14,116.89
15,125.22
16,136.13
17,128.64
18,138.77
19,128.74
20,143.47
21,137.89
22,133.49
23,147.03
24,145.79
25,149.66
26,144.66
27,147.13
28,156.11
29,146.75
30,152.92
31,168.71
32,157.51
33,154.42
34,165.65
35,169.23
36,157.86
37,171.49
38,162.66
39,167.52
40,168.48
41,171.61
42,175.86
43,182.94
44,176.29
45,184.42
46,186.67
47,177.84
48,181.13
49,180.07
50,185.73
51,188.44
52,196.05
53,199.37
54,206.05
55,201.78
56,206.95
57,203.99
58,213.47
59,209.67
60,210.91
