time,value
1,100.63
2,104.82
3,108.38
4,108.52
5,97.54
6,117.38
7,105.61
8,117.32
9,112.22
10,107.14
11,118.07
12,121.51
13,124.24
14,129.96
15,128.82
16,129.91
17,132.49
18,125.2
19,136.78
20,110.63
21,139.31
22,128.08
23,136.52
24,131.01
25,143.61
26,162.5
27,153.91
28,148.51
29,150.65
30,158.29
31,144.84
32,157.09
33,153.5
34,176.43
35,166.89
36,151.63
37,164.68
38,158.51
39,167.56
40,159.05
41,173.89
42,166.64
43,183.48
44,180.16
45,178.88
46,177.32
47,171.42
48,186.44
49,185.38
50,175.65
51,192.68
52,205.94
53,195.9
54,195.16
55,204.1
56,185.49
57,209.16
58,205.72
59,213.9
60,215.13
